title,mileage,primary_price,dealer_name,sds_rating_count,sds_rating_link_sds_button_link,link
2019 Mercedes-Benz GLC 300 Base,"39,634 mi.","$35,899",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/1e54738f-bae4-43c4-87fc-a7fdb62d556b/
2022 Mercedes-Benz GLA 250 Base 4MATIC,"14,203 mi.","$39,996",Mercedes-Benz of Akron,4.7,70 reviews,https://www.cars.com/vehicledetail/0422015a-ddbe-450b-98b3-f36862b587cf/
2023 Mercedes-Benz EQS 580 Base 4MATIC,"1,058 mi.","$109,498",Mercedes-Benz of Naples,4.7,"1,513 reviews",https://www.cars.com/vehicledetail/72b39a76-8df4-4bfc-8be9-826c50da8709/
2020 Mercedes-Benz S-Class S 560 4MATIC,"48,371 mi.","$76,843",Mercedes-Benz of Burlington,3.4,270 reviews,https://www.cars.com/vehicledetail/d650b467-32e1-4443-b570-c4c2ba5d9f05/
2020 Mercedes-Benz C-Class C 300 4MATIC,"26,305 mi.","$36,999",Mercedes-Benz of Austin,4.8,"1,327 reviews",https://www.cars.com/vehicledetail/3b59ca24-7175-4984-ab19-ea0f8530858f/
2021 Mercedes-Benz AMG C 43 Base 4MATIC,"25,239 mi.","$62,998",Mercedes-Benz of McKinney,4.8,460 reviews,https://www.cars.com/vehicledetail/f31dc884-5eb0-4c6d-b733-7ef4e4dc767f/
2020 Mercedes-Benz C-Class C 300 4MATIC,"22,659 mi.","$36,289",Mercedes-Benz of Georgetown,4.5,437 reviews,https://www.cars.com/vehicledetail/489abc75-5d10-45fd-9742-1828f8e5584b/
2021 Mercedes-Benz GLS 450 4MATIC,"26,719 mi.","$71,487",Mercedes-Benz of San Francisco / Smart Center San Francisco,sds-rating--not-rated,62 reviews,https://www.cars.com/vehicledetail/f7c6ece7-bff6-4992-b4ac-f6838b52aa1b/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"4,428 mi.","$46,900",Mercedes-Benz of Wilmington,4.6,"1,793 reviews",https://www.cars.com/vehicledetail/6ca3fc26-b7aa-443e-b106-bb50b127b2e4/
2020 Mercedes-Benz S-Class S 560 4MATIC,"14,592 mi.","$71,987",Mercedes-Benz of San Francisco / Smart Center San Francisco,sds-rating--not-rated,62 reviews,https://www.cars.com/vehicledetail/75fdbbcb-829f-4312-a9c2-56a16a542902/
2021 Mercedes-Benz E-Class E 350,"17,298 mi.","$49,993",Mercedes-Benz of Temecula,4.1,"1,397 reviews",https://www.cars.com/vehicledetail/bf11fcc0-95a0-49a0-be6c-f0dc648cf917/
2019 Mercedes-Benz S-Class S 450 4MATIC,"9,559 mi.","$65,864",Mercedes-Benz of White Plains,4.3,"1,645 reviews",https://www.cars.com/vehicledetail/921bf56e-1dfa-4fb3-ad11-13cb0bf248b0/
2019 Mercedes-Benz A-Class A 220,"28,259 mi.","$31,890",Mercedes-Benz Of Bloomfield Hills,3.8,108 reviews,https://www.cars.com/vehicledetail/a40afa24-3b8f-406d-9abb-5b70c657e53c/
2022 Mercedes-Benz GLB 250 Base,"12,537 mi.","$47,998",Lithia Hyundai Of Odessa,4.1,"1,055 reviews",https://www.cars.com/vehicledetail/735b44ee-1051-4f54-b0db-a8c14c6641a4/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"24,649 mi.","$69,900",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/deee1287-29b2-4e08-8b3e-2de4fd4acded/
2019 Mercedes-Benz C-Class C 300 4MATIC,"14,860 mi.","$31,698",Husker Auto Group,sds-rating--not-rated,22 reviews,https://www.cars.com/vehicledetail/89334270-bd60-4d6e-be71-028cfacaa72f/
2020 Mercedes-Benz E-Class E 350,"41,107 mi.","$39,894",Fletcher Jones Motorcars - Newport Beach,4.9,"5,337 reviews",https://www.cars.com/vehicledetail/2d8a06b9-bb18-46cf-a1cc-766f478d61ef/
2019 Mercedes-Benz E-Class E 300,"18,562 mi.","$38,894",Fletcher Jones Motorcars - Newport Beach,4.9,"5,337 reviews",https://www.cars.com/vehicledetail/87026aff-e5c9-48d7-a0db-6ed07541f69c/
2021 Mercedes-Benz E-Class E 350 4MATIC,"8,914 mi.","$55,480",Mercedes-Benz of Pittsburgh,sds-rating--not-rated,77 reviews,https://www.cars.com/vehicledetail/254048df-7ad6-415d-9185-a5baebd0d4ea/
2019 Mercedes-Benz E-Class E 300 AMG Line,"27,123 mi.","$42,989",Mercedes-Benz Of Athens,4.2,275 reviews,https://www.cars.com/vehicledetail/8be4f5ae-82ab-4e1b-99ee-5225c94b2246/
2022 Mercedes-Benz S-Class S 500 4MATIC,"4,084 mi.","$91,886",Mercedes-Benz of Walnut Creek,4.5,"1,009 reviews",https://www.cars.com/vehicledetail/aac6c4cc-b723-466d-86f7-8222a315c437/
2020 Mercedes-Benz GLB 250 Base 4MATIC,"36,421 mi.","$35,487",Mercedes-Benz of Nanuet,4.7,262 reviews,https://www.cars.com/vehicledetail/95f68a60-9bce-48fe-8fe7-c67b5a3825aa/
2022 Mercedes-Benz E-Class E 450 4MATIC,"7,967 mi.","$62,500",Elite Automotive Group,sds-rating--not-rated,5 reviews,https://www.cars.com/vehicledetail/c13c8237-33fb-4fa5-8dfd-3fe5bb0df450/
2019 Mercedes-Benz GLC 350e Base 4MATIC,"9,990 mi.","$40,982",Fletcher Jones Motorcars of Fremont,4.7,"1,218 reviews",https://www.cars.com/vehicledetail/896844eb-aaed-4983-a3da-6334c18d5ae2/
2021 Mercedes-Benz AMG C 43 Base 4MATIC,"19,233 mi.","$59,497",Mercedes-Benz of Denver,4.4,426 reviews,https://www.cars.com/vehicledetail/3e114464-0436-4650-99e6-c56f4b1b76e5/
2022 Mercedes-Benz GLS 450 4MATIC,"31,473 mi.","$81,988",Baker Motor Company of Charleston,2.4,208 reviews,https://www.cars.com/vehicledetail/b7d08afc-ca69-4aeb-8e5d-84472005ddf1/
2021 Mercedes-Benz GLE 350 Base 4MATIC,"22,676 mi.","$56,506",Mercedes-Benz of Marietta,4.6,572 reviews,https://www.cars.com/vehicledetail/ab6f0b70-07e0-4ad6-a273-e5fb4e2b02c4/
2023 Mercedes-Benz EQE 350 Base,"7,428 mi.","$75,954",Mercedes-Benz Of Tampa,4.1,"3,512 reviews",https://www.cars.com/vehicledetail/306cb2e2-7b59-431f-a400-599bd7bcac93/
2022 Mercedes-Benz CLA 250 Base 4MATIC,"3,818 mi.","$41,191",Benzel-Busch Motor Car,4.5,"5,171 reviews",https://www.cars.com/vehicledetail/55bd29e9-ae74-417b-beb3-5ae4047559e4/
2023 Mercedes-Benz CLA 250 Base 4MATIC,"7,468 mi.","$42,899",Mercedes-Benz of Marietta,4.6,572 reviews,https://www.cars.com/vehicledetail/4156a957-0f6b-4ae4-a739-173d3b3dbc96/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"2,344 mi.","$40,497",Loeber Motors Inc.,4.3,540 reviews,https://www.cars.com/vehicledetail/d33ac347-ea74-4a43-99ea-b424057199d0/
2019 Mercedes-Benz GLC 300 Base,"38,841 mi.","$31,381",Mercedes-Benz of Honolulu,4.9,"1,144 reviews",https://www.cars.com/vehicledetail/a8132de8-85c5-48c4-9aa9-970f73235fea/
2019 Mercedes-Benz AMG C 43 Base 4MATIC,"30,489 mi.","$44,851",Mercedes-Benz Of Athens,4.2,275 reviews,https://www.cars.com/vehicledetail/14636f34-b74b-4741-b9b7-5633c026aca4/
2019 Mercedes-Benz GLA 250 Base 4MATIC,"31,450 mi.","$29,577",Mercedes-Benz of Akron,4.7,70 reviews,https://www.cars.com/vehicledetail/0d78e2e4-d7a3-4ef2-ba50-f4c20e300c58/
2020 Mercedes-Benz E-Class E 350 4MATIC,"30,771 mi.","$44,880",Bobby Rahal Motorcar Company,4.7,106 reviews,https://www.cars.com/vehicledetail/dd87a3ff-cfe6-424a-8244-93e40e38f836/
2020 Mercedes-Benz S-Class S 560,"42,433 mi.","$70,844",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/df32f04c-ef80-44c9-a065-7aa1d53032cc/
2022 Mercedes-Benz C-Class C 300,"9,498 mi.","$50,000",Mercedes-Benz of Buckhead,4.1,931 reviews,https://www.cars.com/vehicledetail/ba5659c1-bda0-4a9b-9237-e27d50f4218c/
2020 Mercedes-Benz S-Class S 450 4MATIC,"13,756 mi.","$68,900",Rallye Motors,4.8,"4,186 reviews",https://www.cars.com/vehicledetail/cbeaed25-0cd4-4dd8-86e7-9186596826a0/
2021 Mercedes-Benz GLE 350 Base,"30,813 mi.","$58,899",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/09578736-bb48-4f21-bac5-40995222b6c2/
2020 Mercedes-Benz GLA 250 Base,"24,166 mi.","$29,998",Mercedes-Benz of Wesley Chapel,4.5,885 reviews,https://www.cars.com/vehicledetail/4343b0f4-36d1-4c8d-8893-7e6e3a2e4359/
2022 Mercedes-Benz AMG GT 53 Base,"11,242 mi.","$108,950",Mercedes-Benz of Melbourne,sds-rating--not-rated,177 reviews,https://www.cars.com/vehicledetail/bafd6d5d-6ee4-4a5d-b3b4-fe350f9eb0e1/
2022 Mercedes-Benz AMG SL 55 Base,"1,587 mi.","$132,992",Mercedes-Benz of Houston North,4.5,"1,709 reviews",https://www.cars.com/vehicledetail/3140e118-adef-40f7-b979-e7822f63e731/
2018 Mercedes-Benz GLA 250 Base 4MATIC,"32,291 mi.","$26,885",Mercedes-Benz of Ft. Pierce,3.7,244 reviews,https://www.cars.com/vehicledetail/e602ce5e-d39e-429e-810c-ae13e9b32107/
2020 Mercedes-Benz E-Class E 450,"32,857 mi.","$52,997",W.I. Simonson Inc.,4.7,877 reviews,https://www.cars.com/vehicledetail/2fe820f6-6805-4b5c-a7a5-3316232a0b38/
2020 Mercedes-Benz GLE 350 Base 4MATIC,"55,560 mi.","$46,988","Viti, Inc.",4.9,739 reviews,https://www.cars.com/vehicledetail/8acc236f-fedb-4600-a28b-48899089159d/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"44,304 mi.","$64,993",Fletcher Jones Imports,4.9,"2,433 reviews",https://www.cars.com/vehicledetail/3126df9b-b143-45a5-92c4-f42c9c8e3f59/
2021 Mercedes-Benz GLB 250 Base 4MATIC,"14,101 mi.","$45,650",International Autos,3.0,89 reviews,https://www.cars.com/vehicledetail/b5013595-8657-430f-9672-10e325fbafd9/
2019 Mercedes-Benz GLA 250 Base 4MATIC,"27,101 mi.","$31,998",Mercedes-Benz of Edison,5.0,"3,831 reviews",https://www.cars.com/vehicledetail/6e4d4eda-1287-417f-b14c-bc2c1b081ba9/
2020 Mercedes-Benz AMG C 43 Base 4MATIC,"24,220 mi.","$50,996",Mercedes-Benz Of Athens,4.2,275 reviews,https://www.cars.com/vehicledetail/b7027e12-cadc-4f36-b4db-d50ec6b56916/
2020 Mercedes-Benz GLE 350 Base 4MATIC,"37,089 mi.","$49,000",Mercedes-Benz of Plano,4.7,"1,818 reviews",https://www.cars.com/vehicledetail/30e31147-6f2b-4e20-8d9f-1270047f53f5/
2020 Mercedes-Benz G-Class G 550 4MATIC,"36,499 mi.","$142,988",Mercedes-Benz of Walnut Creek,4.5,"1,009 reviews",https://www.cars.com/vehicledetail/e0e3f7e7-e4b1-435f-a3b2-3be08564eab7/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"41,449 mi.","$65,877",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/d5969585-d6e9-4141-8a85-2c1952065f90/
2020 Mercedes-Benz E-Class E 350 4MATIC,"33,326 mi.","$44,880",Mercedes-Benz of Pittsburgh,sds-rating--not-rated,77 reviews,https://www.cars.com/vehicledetail/ee3dfb72-ebc0-4382-a534-bd987207d668/
2022 Mercedes-Benz AMG SL 63 Base,683 mi.,"$164,980",House of Imports,4.7,"1,697 reviews",https://www.cars.com/vehicledetail/de96a918-59e4-4533-a2bd-668d9877f6b6/
2018 Mercedes-Benz C-Class C 300,"48,480 mi.","$38,808",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/1caa4a95-946f-4681-ba9a-eee73626c9e9/
2018 Mercedes-Benz AMG GLC 43 4MATIC Coupe,"41,859 mi.","$47,993",Fletcher Jones Imports,4.9,"2,433 reviews",https://www.cars.com/vehicledetail/7690f96e-f7f8-4bf3-b344-b4110f239df4/
2021 Mercedes-Benz GLE 350 Base,"30,606 mi.","$51,894",Fletcher Jones Motorcars - Newport Beach,4.9,"5,337 reviews",https://www.cars.com/vehicledetail/42bd31db-b628-4f05-a406-e080f2ba1836/
2019 Mercedes-Benz E-Class E 450 4MATIC,"69,302 mi.","$42,000",Mercedes-Benz of Catonsville,4.3,473 reviews,https://www.cars.com/vehicledetail/c665f2b6-7135-47a4-93df-d18967b84b9f/
2017 Mercedes-Benz AMG G 63 ,"61,807 mi.","$87,991",Mercedes-Benz of Jacksonville,4.6,84 reviews,https://www.cars.com/vehicledetail/cfaf7d3a-1941-48e4-8af0-03bf2a4cab44/
2019 Mercedes-Benz GLC 350e Base 4MATIC,"15,963 mi.","$38,995",Mercedes-Benz of Arlington,4.8,"2,366 reviews",https://www.cars.com/vehicledetail/607fec86-200c-40a6-8123-153798a2ed46/
2021 Mercedes-Benz AMG GLE 53 Base,"8,848 mi.","$83,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/44239298-b80c-4c95-a5d7-13b2653a7603/
2023 Mercedes-Benz S-Class S 500 4MATIC,"2,733 mi.","$119,900","Viti, Inc.",4.9,739 reviews,https://www.cars.com/vehicledetail/d9a755e7-5fe9-46f4-a4b9-107c5a8978a9/
2019 Mercedes-Benz S-Class S 450 4MATIC,"40,391 mi.","$56,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/140cac70-0790-4fc9-a509-e14552d75c54/
2019 Mercedes-Benz AMG GLC 43 Base 4MATIC,"58,598 mi.","$39,411",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/e0a99e87-b0c4-4615-849a-18f88d43c88b/
2017 Mercedes-Benz SL 450 Base,"27,416 mi.","$53,449",Mercedes-Benz of Fort Lauderdale,4.5,"1,159 reviews",https://www.cars.com/vehicledetail/5322e26d-c152-4077-be0c-99d32dd74e35/
2019 Mercedes-Benz AMG GT 63 S 4-Door,"52,802 mi.","$95,000",Downey Hyundai,4.5,"3,044 reviews",https://www.cars.com/vehicledetail/bcd913b1-dbfb-4a3a-8feb-523df74849d6/
2020 Mercedes-Benz GLC 300 Base,"15,690 mi.","$40,000",Jackie Cooper Imports,4.9,"3,954 reviews",https://www.cars.com/vehicledetail/16a4086f-58d4-4ecb-8217-db96d9dc3504/
2019 Mercedes-Benz S-Class S 560,"47,514 mi.","$56,391",Crown Eurocars,4.9,"4,067 reviews",https://www.cars.com/vehicledetail/a185e21c-0bb3-47fe-80a1-ae90d82d2330/
2022 Mercedes-Benz GLA 250 Base 4MATIC,"1,720 mi.","$40,897",Loeber Motors Inc.,4.3,540 reviews,https://www.cars.com/vehicledetail/f4e3f182-f2db-42e9-9d18-d92c140da40f/
2022 Mercedes-Benz GLE 350 Base 4MATIC,"14,415 mi.","$63,125",Mercedes-Benz of Fairfield,4.8,329 reviews,https://www.cars.com/vehicledetail/161a1db5-1754-4743-81bc-ca9fea7178c1/
2020 Mercedes-Benz C-Class C 300 4MATIC,"32,459 mi.","$37,991",Mercedes-Benz of Boerne,4.6,448 reviews,https://www.cars.com/vehicledetail/04e977c6-7280-4dfa-977c-18f342634dda/
2015 Mercedes-Benz CLA-Class CLA 250 4MATIC,"60,297 mi.","$19,799",Mastrovito Hyundai,4.9,938 reviews,https://www.cars.com/vehicledetail/7f0dd983-ab30-4c62-809a-00ce9bfd1da6/
2020 Mercedes-Benz S-Class S 560 4MATIC,"26,905 mi.","$70,898",Mercedes-Benz of White Plains,4.3,"1,645 reviews",https://www.cars.com/vehicledetail/e72fd318-1eb9-49e0-9dc5-754230d0436d/
2019 Mercedes-Benz C-Class C 300 4MATIC,"50,072 mi.","$31,301",Mercedes-Benz of Chesterfield,4.2,99 reviews,https://www.cars.com/vehicledetail/34a3b937-227e-4451-9b51-a55411e9f284/
2022 Mercedes-Benz S-Class ,"9,768 mi.","$112,991",Mercedes-Benz of Spokane,3.1,123 reviews,https://www.cars.com/vehicledetail/cd844c99-7fed-442a-972f-e67d9f8f66d6/
2019 Mercedes-Benz S-Class S 450,"32,523 mi.","$53,991",Mercedes-Benz Of Tampa,4.1,"3,512 reviews",https://www.cars.com/vehicledetail/1277aea9-245a-428a-9d42-5bca2034ef7e/
2020 Mercedes-Benz GLB 250 Base 4MATIC,"33,556 mi.","$32,991",Mercedes-Benz of Gilbert,3.8,346 reviews,https://www.cars.com/vehicledetail/1663d44c-286e-496d-9080-92497a8c2394/
2021 Mercedes-Benz GLC 300 Base 4MATIC,"62,422 mi.","$35,998",Mercedes-Benz of Nanuet,4.7,262 reviews,https://www.cars.com/vehicledetail/c53ce711-c348-4f27-a0f6-d0dfa823c4c8/
2021 Mercedes-Benz A-Class A 220,"24,492 mi.","$34,787",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/378f6365-29c0-4567-adce-86696cff5aa1/
2021 Mercedes-Benz AMG GLS 63 AMG GLS 63,"33,047 mi.","$124,900",Isringhausen Imports,4.9,953 reviews,https://www.cars.com/vehicledetail/a30c9230-4e06-42f8-bcd0-d889efa270cf/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"6,483 mi.","$43,990",Mercedes-Benz of Lancaster,4.8,169 reviews,https://www.cars.com/vehicledetail/687defc8-dcdb-4b2e-bcc8-5eac9ef01df9/
2019 Mercedes-Benz GLC 300 Base 4MATIC,"48,665 mi.","$33,994",Mercedes-Benz of North Haven,4.8,"1,248 reviews",https://www.cars.com/vehicledetail/8313557f-68c5-4973-a019-9f4f4a97e3bf/
2023 Mercedes-Benz CLS 450 Base 4MATIC,901 mi.,"$96,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/86732efa-e0ad-4497-9863-bbb88a66b50b/
2022 Mercedes-Benz GLC 300 Base 4MATIC,"8,261 mi.","$48,899",Morrie's Mercedes Benz of St. Paul,4.8,271 reviews,https://www.cars.com/vehicledetail/cb40fda4-f2a4-4e08-ae27-2298529f73f6/
2018 Mercedes-Benz C-Class C 300 4MATIC,"28,266 mi.","$30,418",Mercedes-Benz of Morristown,4.8,574 reviews,https://www.cars.com/vehicledetail/e45a9085-ad1e-454a-99a1-93529b29853b/
2022 Mercedes-Benz C-Class C 300,"10,504 mi.","$44,990",Mercedes-Benz of West Houston,4.7,73 reviews,https://www.cars.com/vehicledetail/0f3d1d4a-de2f-43e5-a04e-8deed12d2b02/
2021 Mercedes-Benz C-Class C 300,"30,851 mi.","$37,856",Mercedes-Benz of Atlanta Northeast,4.7,"2,015 reviews",https://www.cars.com/vehicledetail/28ff707f-f2c3-439f-9e2f-cfc938f6c9fb/
2019 Mercedes-Benz GLC 350e Base 4MATIC,"31,404 mi.","$37,650",Mercedes-Benz of Lynnwood,4.4,130 reviews,https://www.cars.com/vehicledetail/69d74744-fbd8-4ba9-9380-12ccca17e241/
2019 Mercedes-Benz GLA 250 Base,"11,032 mi.","$31,989",Mercedes-Benz of Atlanta Northeast,4.7,"2,015 reviews",https://www.cars.com/vehicledetail/8b7b02af-10f3-4ae5-9444-c80e81875797/
2022 Mercedes-Benz E-Class E 350,"4,751 mi.","$57,822",Mercedes-Benz of Fort Lauderdale,4.5,"1,159 reviews",https://www.cars.com/vehicledetail/e295af33-b09e-405f-af56-db3b62773a5e/
2018 Mercedes-Benz C-Class C 300 4MATIC,"28,571 mi.","$32,785",Mercedes-Benz of Morristown,4.8,574 reviews,https://www.cars.com/vehicledetail/1974ebf3-4c92-40bd-91d8-05beccfd633a/
2022 Mercedes-Benz A-Class A 220 4MATIC,"5,038 mi.","$36,682",Mercedes-Benz of Massapequa,4.8,"1,833 reviews",https://www.cars.com/vehicledetail/320aa530-0583-4b5d-ae6b-11b5444796cc/
2020 Mercedes-Benz AMG GLC 43 4MATIC Coupe,"23,963 mi.","$53,612",Mercedes-Benz of Rockville Centre,4.8,"1,394 reviews",https://www.cars.com/vehicledetail/7eae74a8-6480-40f9-8c27-dc08ed7b0f64/
2022 Mercedes-Benz AMG G 63 4MATIC,"1,921 mi.","$239,998",Baker Motor Company of Charleston,2.4,208 reviews,https://www.cars.com/vehicledetail/347b89ea-a7e3-43f8-a984-8b2f5fa5d4b7/
2021 Mercedes-Benz E-Class E 350,"23,229 mi.","$46,391",Crown Eurocars,4.9,"4,067 reviews",https://www.cars.com/vehicledetail/cc09f4a6-37a5-42ae-a4b5-e664093767a9/
2019 Mercedes-Benz GLC 300 Base 4MATIC,"43,086 mi.","$32,383",Feldmann Imports,4.5,639 reviews,https://www.cars.com/vehicledetail/e69612db-1bff-4098-a7f7-1cbd7782ad37/
2018 Mercedes-Benz AMG G 63 Base,"84,425 mi.","$86,991",Capital Eurocars,4.9,"1,948 reviews",https://www.cars.com/vehicledetail/47008be4-ee9b-44c8-ac31-5336f163e484/
2020 Mercedes-Benz E-Class E 350 4MATIC,"20,990 mi.","$45,988","Viti, Inc.",4.9,739 reviews,https://www.cars.com/vehicledetail/e0159319-698e-4a94-9f77-b451340f8eb2/
2020 Mercedes-Benz E-Class E 350 4MATIC,"12,333 mi.","$47,990",Mercedes-Benz of Lancaster,4.8,169 reviews,https://www.cars.com/vehicledetail/a88b9977-58df-48ea-be06-096c11b6b5dd/
2023 Mercedes-Benz S-Class S 500 4MATIC,"2,359 mi.","$107,994",Mercedes-Benz of Scottsdale,3.3,461 reviews,https://www.cars.com/vehicledetail/354ec76e-6f23-4017-bbc6-e9fbf26bb7c0/
2021 Mercedes-Benz AMG G 63 Base,"5,855 mi.","$194,843",Mercedes-Benz of Burlington,3.4,270 reviews,https://www.cars.com/vehicledetail/57b1370f-7fcd-487a-9aee-0c82b2c2181e/
2020 Mercedes-Benz Maybach S 650 Base,"33,196 mi.","$121,990",Mercedes-Benz of North Orlando,4.7,659 reviews,https://www.cars.com/vehicledetail/bd65a5d7-7439-457a-9588-8c8dba88e658/
2019 Mercedes-Benz AMG SLC 43 Base,"14,983 mi.","$52,483",Mercedes-Benz Of Rochester,4.8,176 reviews,https://www.cars.com/vehicledetail/d8d76a16-183a-42c4-b823-13ca198d5579/
2019 Mercedes-Benz GLA 250 Base 4MATIC,"23,667 mi.","$30,998",Contemporary Motor Cars Inc.,4.8,209 reviews,https://www.cars.com/vehicledetail/8df0dfd8-0cc5-421d-8f75-bc3379451b33/
2020 Mercedes-Benz E-Class E 350 4MATIC,"34,829 mi.","$41,500",Napleton Hyundai of Carmel,3.9,391 reviews,https://www.cars.com/vehicledetail/83be0ab4-a0ea-45ab-b60e-c4c9aae879e0/
2021 Mercedes-Benz Sprinter 2500 144 WB,"11,393 mi.","$58,992",Mercedes-Benz of Arcadia,4.8,"1,178 reviews",https://www.cars.com/vehicledetail/5e6c7273-131f-4e7a-8cc0-5cd2b4da3cc1/
2021 Mercedes-Benz GLE 350 Base,"40,478 mi.","$50,771",Walter's Mercedes-Benz of Riverside,4.9,"6,638 reviews",https://www.cars.com/vehicledetail/3f627d96-11d9-4ac8-8804-df1713e745aa/
2020 Mercedes-Benz GLE 350 Base,"35,139 mi.","$44,896",Mercedes-Benz of Calabasas,4.8,956 reviews,https://www.cars.com/vehicledetail/031dbe8a-da83-4693-b9b8-9c544ae442e5/
2020 Mercedes-Benz GLC 300 Base 4MATIC,"29,322 mi.","$39,294",i.g. Burton Imports,sds-rating--not-rated,27 reviews,https://www.cars.com/vehicledetail/5c2afd52-03b5-491e-b3bc-33810005a82b/
2020 Mercedes-Benz GLB 250 Base 4MATIC,"24,058 mi.","$35,996",Mercedes-Benz of McKinney,4.8,460 reviews,https://www.cars.com/vehicledetail/46705fbb-bb37-4541-a7aa-0b82cf65533b/
2022 Mercedes-Benz S-Class S 500 4MATIC,"5,100 mi.","$95,999",Mercedes-Benz of McKinney,4.8,460 reviews,https://www.cars.com/vehicledetail/85e188f4-7b42-4400-9a23-325c4c21fbed/
2019 Mercedes-Benz AMG GLC 43 4MATIC,"11,156 mi.","$50,480",Mercedes-Benz of Pittsburgh,sds-rating--not-rated,77 reviews,https://www.cars.com/vehicledetail/c3b6e5e1-5f3e-490f-a0e1-36c698cc5a4e/
2019 Mercedes-Benz GLS 450 Base 4MATIC,"22,800 mi.","$58,390",Mercedes-Benz of Owings Mills,4.9,"2,263 reviews",https://www.cars.com/vehicledetail/ced0c364-ac95-4493-81d2-481a759737b5/
2022 Mercedes-Benz E-Class E 450,"2,915 mi.","$80,573",Mercedes-Benz of North Palm Beach,3.1,50 reviews,https://www.cars.com/vehicledetail/73d06843-5592-4448-a194-efb6d3e3127e/
2023 Mercedes-Benz AMG GLE 63 S,"1,451 mi.","$129,984",Mercedes-Benz of Ontario,4.8,"2,011 reviews",https://www.cars.com/vehicledetail/8e434a0d-9343-455f-b840-6d596a715ad1/
2021 Mercedes-Benz Metris Base,"16,765 mi.","$53,900","Viti, Inc.",4.9,739 reviews,https://www.cars.com/vehicledetail/b8b436f5-b63e-4ebe-be15-ecaee46286a1/
2022 Mercedes-Benz GLB 250 Base,"10,806 mi.","$42,888",Mercedes-Benz of Carlsbad,sds-rating--not-rated,418 reviews,https://www.cars.com/vehicledetail/6ed655f0-7909-45ab-abbe-03a13cd71c35/
2020 Mercedes-Benz SLC 300 Base,"6,818 mi.","$46,596",W.I. Simonson Inc.,4.7,877 reviews,https://www.cars.com/vehicledetail/6c205166-2b6e-4c65-a409-3fd38a7acff8/
2020 Mercedes-Benz GLE 350 Base,"38,100 mi.","$49,245",Lithia Hyundai of Fresno,4.9,"1,728 reviews",https://www.cars.com/vehicledetail/3d7cce42-9759-4afa-bfe3-b09db38678d5/
2022 Mercedes-Benz GLB 250 Base,"9,482 mi.","$43,999",Mercedes-Benz of Austin,4.8,"1,327 reviews",https://www.cars.com/vehicledetail/25c70f42-2b01-48a3-85d3-0790a4a3544d/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"3,504 mi.","$45,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/56c15ef9-492a-497a-a06a-590d6dfe8840/
2020 Mercedes-Benz GLA 250 Base 4MATIC,"15,711 mi.","$31,987",Mercedes-Benz of Gilbert,3.8,346 reviews,https://www.cars.com/vehicledetail/b6a0362b-a099-4962-8029-13af2e637d7f/
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"15,534 mi.","$56,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/b6644f1b-28d2-42d4-a6eb-c2878c63eab3/
2019 Mercedes-Benz S-Class S 560 4MATIC,"43,993 mi.","$62,990",Mercedes-Benz of Lancaster,4.8,169 reviews,https://www.cars.com/vehicledetail/948893af-2e12-4fb7-8420-fdc028012595/
2021 Mercedes-Benz GLE 350 Base 4MATIC,"15,531 mi.","$58,992",Mercedes-Benz of Lubbock,sds-rating--not-rated,1 review,https://www.cars.com/vehicledetail/c5541b88-bffe-450b-bc33-f01f25705e34/
2018 Mercedes-Benz E-Class E 300,"36,373 mi.","$32,000",Mercedes-Benz of North Palm Beach,3.1,50 reviews,https://www.cars.com/vehicledetail/626223f3-3a98-483f-9eda-43ad9e4571e9/
2020 Mercedes-Benz AMG E 63 S 4MATIC,"20,572 mi.","$94,998",Mercedes-Benz of Wichita,sds-rating--not-rated,109 reviews,https://www.cars.com/vehicledetail/a5f81bde-13cc-4d53-af53-e9b85928b2c9/
